1	4	62	-11.918098	6.987129	7.036301	-5.632352	7.131093
1	4	11	-8.842254	6.987129	7.030992	5.750119	0.528735
1	4	8	5.883336	-4.750452	1.339953	5.750119	0.528734
1	4	19	5.596859	1.228607	1.472115	5.750119	0.528734
2	4	78	4.265310	-1.447543	-5.996420	-4.283745	5.213871
2	4	15	-1.045888	6.056152	-5.996420	-4.283751	5.213871
2	4	2	-7.888462	6.606695	5.123522	-4.283745	5.213871
2	4	5	-5.231065	6.604692	-3.283367	-4.283751	5.213871
3	4	55	-13.097292	6.022907	6.980640	-1.778863	5.750188
3	4	11	6.505750	-5.994643	2.361146	7.054583	-0.007481
3	4	20	6.502717	0.211114	2.361549	7.054583	-0.007481
3	4	14	-6.618143	6.022888	6.953717	7.054583	-0.007481
4	4	25	2.166435	-2.396082	-3.093143	-0.933689	4.879322
4	4	12	5.426561	-5.639066	-3.135931	5.187330	-0.702175
4	4	10	-7.360254	6.838264	6.232616	5.187330	-0.702175
4	4	53	-10.590454	6.838289	6.232616	-0.933684	4.879322
5	5	24	5.885409	1.762245	-4.868200	5.644045	1.934840
5	5	23	-10.882201	6.968727	1.088217	-1.557000	7.131093
5	5	17	-15.463494	6.968727	7.054384	-1.556999	7.131093
5	5	33	2.593069	1.762479	-2.807344	-1.557000	7.131093
5	5	3	-12.200410	6.968727	7.053656	5.644045	1.934840
6	10	23	5.942867	-3.330445	-4.653288	-4.204601	6.811567
6	10	11	-10.579658	7.820601	7.627050	-4.204601	6.811567
6	10	9	6.347104	-3.330445	-4.653390	6.974863	1.006065
6	10	18	-4.456441	7.820574	1.311499	-4.204601	6.811567
6	10	4	-3.323627	1.379649	1.311374	6.974863	1.006065
6	10	7	-9.447762	1.380332	7.627050	6.974863	1.006065
6	10	8	-10.175421	7.820601	7.627050	6.974863	1.006065
6	10	11	-9.851999	1.380332	7.627050	-4.204601	6.811567
6	10	3	-4.052199	7.820517	1.311494	6.974863	1.006065
6	10	6	-3.728500	1.380110	1.311477	-4.204601	6.811567
7	3	80	-15.656241	-3.346614	5.622358	-3.936045	6.750061
7	3	12	4.060180	-8.608350	-5.966688	5.706645	1.367972
7	3	8	-8.665938	-3.346616	5.622358	5.706645	1.367972
8	6	22	7.070966	-5.644129	-6.891623	5.880952	-0.845117
8	6	32	-9.079034	0.199330	4.992849	-0.799267	4.736614
8	6	16	1.421379	-3.283510	-5.536173	-0.799267	4.736614
8	6	18	-11.160083	5.822435	4.992849	-0.799267	4.736614
8	6	7	-0.418479	-0.767924	4.959612	5.880952	-0.845117
8	6	5	-5.352015	5.820944	4.992849	5.880952	-0.845117
9	2	58	-7.334794	7.828846	6.032933	5.959677	-4.086723
9	2	42	7.376390	-3.617485	-3.926023	5.959677	-4.086723
10	1	100	-16.262507	7.213648	9.414371	-6.059232	7.038018
11	3	65	-16.683134	7.960521	7.271951	-2.745549	9.021027
11	3	16	5.267509	-4.443000	2.220582	7.164885	3.154562
11	3	19	-10.555796	7.960521	7.270149	7.164885	3.154562
12	3	44	-15.903986	7.125065	6.837003	-2.602484	6.508810
12	3	48	-10.834122	0.999035	6.837002	-2.602485	6.508810
12	3	8	1.423030	-1.590177	0.354844	-2.602485	6.508810
13	3	38	-11.474527	6.872399	7.395127	-9.154613	6.328722
13	3	52	-11.474509	1.715020	7.395127	-9.154613	6.328722
13	3	10	3.045852	-1.693879	-4.908352	-9.154613	6.328722
14	4	86	-11.979770	9.117619	7.736857	-5.857367	8.415837
14	4	3	4.904985	3.520710	4.036207	5.316330	3.657309
14	4	2	6.297095	3.520704	-0.347352	5.316330	3.657309
14	4	9	-8.093686	9.117619	7.736857	5.316330	3.657309
15	5	15	-7.166042	6.301645	0.878067	6.886503	1.702382
15	5	28	-18.200364	6.301645	6.868103	-2.345651	6.522308
15	5	19	-12.487490	6.301645	6.868102	6.886503	1.702382
15	5	33	-12.878969	6.301645	0.879708	-2.345651	6.522308
15	5	5	3.482472	0.573583	-3.774115	6.886503	1.702382
16	2	71	-15.230782	6.819705	5.441705	-2.662033	7.002185
16	2	29	0.929612	-5.194644	-4.207279	-2.662032	7.002185
17	1	100	-7.599903	6.301796	-3.323156	-8.727958	7.217645
18	2	68	-13.691824	7.537987	5.867624	-1.138801	9.210681
18	2	32	3.149938	-4.468565	-2.326234	-1.138801	9.210681
19	3	44	3.356830	-9.476077	4.863605	6.825060	3.295644
19	3	39	-7.981578	-3.165663	6.072474	-1.399976	8.894949
19	3	17	-3.950708	-5.636791	6.049102	6.825060	3.295644
20	5	85	5.873638	-2.406832	-5.174226	7.405629	2.072990
20	5	8	3.381336	-2.406847	-5.173810	-0.821171	7.617513
20	5	1	-13.029912	4.730461	6.595806	-0.821171	7.617513
20	5	5	-10.537609	4.730461	6.595806	7.405629	2.072990
20	5	1	-8.596554	4.730461	0.916319	-0.821171	7.617513
21	9	14	-6.806790	2.562412	1.858482	-5.431936	6.992887
21	9	5	1.907679	-4.655785	-1.605892	1.157154	6.593950
21	9	32	-6.315313	2.562411	1.827903	7.049143	3.052356
21	9	10	-10.072479	2.562413	6.338985	1.157154	6.593950
21	9	9	2.286088	-5.048141	-1.756153	7.049143	3.052356
21	9	5	-10.204952	2.562413	6.339692	-5.431936	6.992887
21	9	13	-9.714633	2.562413	6.336716	7.049143	3.052356
21	9	10	-6.674043	2.562412	1.851147	1.157154	6.593950
21	9	2	1.761682	-4.442520	-1.542335	-5.431936	6.992887
22	3	24	-2.197374	9.255483	1.045003	5.734460	3.115054
22	3	65	8.884479	-2.845440	-4.592517	5.734460	3.115054
22	3	11	-8.622430	9.360078	5.395890	5.734460	3.115054
23	4	45	-13.841728	7.801361	9.185208	-4.162445	7.822829
23	4	50	-9.015869	7.799650	9.185208	8.243926	1.798499
23	4	3	4.480198	-0.825589	-0.884202	8.243926	1.798499
23	4	2	1.718267	6.269125	-0.872387	8.243926	1.798499
24	3	79	-12.137712	-3.772934	7.003352	-3.970558	6.483961
24	3	18	4.034437	-10.331305	-5.329652	5.830504	2.670545
24	3	3	-6.430213	-3.772934	7.001832	5.830504	2.670545
25	3	29	0.978778	-2.071867	-5.017805	-6.643325	7.156091
25	3	61	-9.527246	7.004996	-0.666567	-6.643325	7.156091
25	3	10	-15.435888	7.004996	5.928802	-6.643325	7.156091
26	2	90	6.407291	-4.267537	-2.126776	8.341120	0.042394
26	2	10	-4.766254	5.947733	8.373163	8.341120	0.042394
27	2	69	-16.103375	9.366745	6.722450	0.238892	4.515222
27	2	31	-10.113858	9.366745	6.722450	6.602646	4.450362
28	2	74	3.194949	3.325208	-3.722626	-7.588370	8.243587
28	2	26	-5.019212	7.802209	6.527041	-7.588370	8.243587
29	2	84	-10.093004	0.332370	8.024043	-1.564924	6.878808
29	2	16	-13.841522	6.446787	8.024943	-1.564924	6.878808
30	2	99	-12.806564	7.936619	6.784552	-7.391080	7.920215
30	2	1	6.432177	0.745444	-4.706438	4.431238	1.334780
31	5	41	-7.623982	7.177807	-0.623889	-0.695372	2.227806
31	5	9	-11.303750	7.177891	5.715651	-0.695372	2.227806
31	5	24	2.836261	2.406094	-4.670443	-0.695372	2.227806
31	5	21	8.994542	2.003744	-4.670462	5.720735	-2.678147
31	5	5	-5.199666	7.175450	5.715650	5.720735	-2.678147
32	3	40	-9.458576	6.940149	5.271855	-3.950687	6.199721
32	3	28	7.105213	-1.348340	-6.623216	7.203775	2.020307
32	3	32	2.181398	0.448003	-6.622484	-3.950636	6.199721
33	9	54	-8.915834	7.966923	0.690329	-1.810388	7.466527
33	9	11	-15.066447	7.966923	5.978814	-1.810388	7.466527
33	9	2	-15.001603	7.966923	5.978814	2.465898	4.361424
33	9	8	3.684438	-0.640035	-5.852248	-1.810388	7.466527
33	9	15	-8.627492	7.966923	0.690329	2.465898	4.361424
33	9	2	0.682632	5.112520	-1.311589	4.682180	3.546707
33	9	1	-11.794394	7.966923	5.978814	4.682180	3.546707
33	9	6	-5.462102	7.966839	0.690329	4.682180	3.546707
33	9	1	7.144076	-0.641696	-5.852408	4.682180	3.546707
34	6	30	-10.037611	0.010842	7.960233	0.762259	2.152555
34	6	8	-15.460162	6.522851	7.960234	0.762259	2.152555
34	6	28	-10.038522	0.010842	7.960233	-5.495489	7.030663
34	6	31	5.314520	-6.021027	-3.838496	7.172472	1.959470
34	6	1	-9.371166	6.522851	7.960232	7.172472	1.959470
34	6	2	-15.461003	6.522851	7.960234	-5.495489	7.030663
35	1	100	-17.592255	8.899849	6.382534	-4.926203	6.421273
36	3	89	-13.506943	7.499615	5.943148	-2.606205	4.178703
36	3	10	5.388361	-4.537964	-3.218078	5.508037	-0.352599
36	3	1	-8.815681	7.499615	5.943147	5.508037	-0.352599
37	5	46	2.740828	2.497876	-6.536848	-0.852575	9.145561
37	5	32	8.879883	2.474759	-6.536929	6.468858	3.075202
37	5	15	-1.381525	8.926003	-1.479296	-0.852575	9.145561
37	5	4	3.216971	-1.350071	-6.536913	-0.852575	9.145561
37	5	3	9.348604	-1.357241	-6.536929	6.468858	3.075202
38	2	92	-13.295263	7.231060	8.402015	-3.701739	6.006396
38	2	8	3.107517	-0.115654	0.625855	-3.701739	6.006396
39	1	100	-12.003261	-2.337048	8.340503	-6.576928	9.070756
40	3	46	3.332752	-6.516042	-3.535899	-5.322064	6.772186
40	3	28	-4.160944	-3.558638	6.996703	-5.322057	6.772186
40	3	26	7.675175	-7.909891	-3.535944	5.605714	1.318897
41	2	68	-5.488676	6.808297	0.847691	-8.938216	9.335432
41	2	32	-10.506506	6.808297	5.877832	-8.938216	9.335432
42	4	42	3.794572	1.405532	-5.350828	-6.932871	7.203199
42	4	22	-2.650874	6.900718	0.471304	-6.932871	7.203199
42	4	17	3.957718	-4.659218	-5.350834	-6.932871	7.203199
42	4	19	-8.432469	6.917055	7.085892	-6.932868	7.203199
43	3	78	-6.523247	6.492794	0.554630	-2.011235	5.509958
43	3	12	-2.714095	6.269532	0.454626	6.449429	1.901426
43	3	10	5.881184	-3.192906	-5.609601	6.449429	1.901426
44	1	100	-19.790138	9.128490	7.277690	-5.086752	6.955725
45	3	16	6.762889	-3.684710	-2.311116	5.741069	0.333741
45	3	70	-11.972265	7.395981	7.974619	-4.643292	6.306086
45	3	14	-7.024305	7.395981	7.966803	5.741069	0.333741
46	3	50	-11.749204	6.525504	1.369303	-8.186167	7.339858
46	3	24	0.715165	-5.245783	-0.776107	-8.186167	7.339858
46	3	26	-18.069257	6.525504	7.970873	-8.186167	7.339858
47	1	100	9.815991	-5.280984	-3.269032	7.833375	3.128068
48	2	50	3.052151	-3.956825	-3.964728	6.118091	0.569341
48	2	50	-9.054299	7.240982	5.629034	6.118091	0.569341
49	5	19	4.180761	7.155806	-3.773978	7.601248	2.641853
49	5	49	-12.800418	7.160258	8.787039	-4.669162	6.443841
49	5	6	1.578359	7.155833	-1.976361	1.669316	6.422658
49	5	14	-9.027137	7.160258	8.787039	1.669316	6.422658
49	5	12	-2.026663	7.160258	8.785534	7.601248	2.641853
50	5	59	6.561022	-3.696435	-2.585469	8.554589	1.191512
50	5	11	4.727816	-3.202258	-2.583361	-0.959415	7.604844
50	5	15	-5.791117	6.636597	7.072868	8.554589	1.191512
50	5	9	-7.630363	6.655511	7.072872	-0.959394	7.604844
50	5	6	-3.043025	0.462024	7.071915	-0.959393	7.604844
51	3	52	-16.833685	6.634382	4.642218	-3.050259	6.053962
51	3	42	-10.762069	6.632685	4.642218	6.530783	0.441733
51	3	6	4.028616	-2.016137	-3.976251	6.530783	0.441733
52	3	80	-11.882358	7.817262	8.239308	-2.526210	8.295375
52	3	17	-6.232277	7.817262	8.239308	5.057663	3.653920
52	3	3	5.702240	-4.765570	-1.817854	5.057663	3.653920
53	2	77	3.448968	-3.605186	-6.593144	-8.622305	5.283988
53	2	23	-8.530724	5.683022	-1.846620	-8.622305	5.283988
54	2	68	-12.814247	5.836972	8.179251	-5.531191	6.483126
54	2	32	5.355160	-6.387943	-0.696296	-5.531185	6.483126
55	6	12	-3.612012	-0.252901	-0.971200	-4.157186	7.355842
55	6	62	7.389208	-5.752121	-6.966796	5.984785	0.823728
55	6	13	1.298325	-1.702566	-6.966431	-4.157186	7.355842
55	6	1	-9.354809	6.083009	5.374811	-4.157186	7.355842
55	6	11	-6.885264	6.076520	-0.956763	-4.157186	7.355842
55	6	1	-6.082525	-0.154550	5.374808	-4.157186	7.355842
56	1	100	-9.325596	7.999188	6.432464	-1.981168	7.955997
57	5	25	1.794701	-4.183232	-4.570090	-3.590635	6.605071
57	5	36	-6.751110	0.527200	6.445344	-3.590627	6.605071
57	5	23	7.169948	-5.371344	-5.091436	6.913577	0.177663
57	5	4	-5.804300	6.569532	6.445302	6.913577	0.177663
57	5	12	-11.242078	6.569540	6.445350	-3.590637	6.605071
58	4	12	-13.529130	6.124001	7.128365	-1.756754	9.266899
58	4	34	5.052135	-4.736701	3.165455	7.320970	5.878401
58	4	45	-11.435240	1.873320	7.128365	-1.756754	9.266899
58	4	9	-6.946825	6.124001	7.128365	7.320970	5.878401
59	4	23	-11.637564	8.562646	4.208603	-0.195878	7.944626
59	4	41	9.224976	-2.177226	-7.983401	6.318891	1.339286
59	4	19	-5.678308	8.560844	4.208601	6.318891	1.339286
59	4	17	3.246628	-1.965839	-7.981843	-0.195878	7.944626
60	2	97	-12.872829	5.111016	4.967947	7.629985	-1.280582
60	2	3	1.856847	-3.200491	-7.380863	7.629985	-1.280582
61	8	31	-5.105351	1.056356	1.001919	-4.331920	9.111268
61	8	16	5.389711	-4.174180	-5.455451	6.028745	4.401189
61	8	10	-7.502184	1.056543	6.238884	-4.331920	9.111268
61	8	6	-12.934087	7.491515	6.238884	-4.331920	9.111268
61	8	2	-3.254990	1.047714	6.238857	6.028745	4.401189
61	8	23	-10.537278	7.491515	1.001920	-4.331920	9.111268
61	8	4	-8.688156	7.491515	6.238884	6.028745	4.401188
