1	4	37	8.875048	-3.933589	-2.834442	-20.008329	5.992830	1.128428	-5.083452
1	4	30	-2.228605	8.024401	0.101846	-8.631280	5.992830	1.128428	-5.083525
1	4	13	-7.004921	8.024573	7.625716	3.561444	5.992830	1.128428	0.508215
1	4	20	-12.133713	8.024573	7.625727	9.656070	5.992830	1.128428	6.648335
2	5	31	11.862216	-4.144087	-5.073807	-17.690892	5.777512	0.234624	-2.299962
2	5	62	9.240052	-4.144087	-5.073194	-17.687452	-6.221406	6.421952	-2.299962
2	5	1	-3.896050	6.835610	5.749566	7.413496	-6.221406	6.421952	-0.531485
2	5	5	-7.391678	6.835610	5.751322	9.976791	-6.221406	6.421952	5.123220
2	5	1	-3.694341	6.835610	5.748995	9.975916	5.777512	0.234624	5.123220
3	3	83	-17.553466	8.520441	7.026293	10.369067	3.087157	1.713091	6.994786
3	3	9	-0.544169	0.316386	7.022668	-3.624090	3.087157	1.713091	-4.051606
3	3	8	5.557571	0.313794	0.033264	-8.332835	3.087157	1.713091	-4.057739
4	3	74	8.977833	-5.434702	-4.700647	-6.784146	7.178773	2.270569	-7.073812
4	3	15	-2.156585	-0.481492	7.029754	-0.686549	7.178773	2.270569	-7.043308
4	3	11	-5.359685	5.333036	7.029754	8.891345	7.178773	2.270569	-0.641660
5	5	74	-11.335673	6.098186	-3.534746	-0.676815	-2.555005	5.670586	6.212372
5	5	23	-11.335691	6.098186	-3.534746	4.743841	-2.555005	5.670586	8.257495
5	5	1	-5.595815	6.098138	-3.584073	4.743835	4.767420	-0.330429	8.257495
5	5	1	5.607481	-4.891253	-8.368370	-12.860687	4.767420	-0.330429	6.056797
5	5	1	-5.595797	6.098138	-3.584073	-0.676820	4.767420	-0.330429	6.212371
6	3	91	-5.496144	9.151637	-0.995485	-9.182550	-5.288932	9.348430	-7.136098
6	3	6	-6.726735	9.151637	5.548467	-3.097637	-5.288932	9.348430	-7.061507
6	3	3	-11.671841	9.151637	5.548529	8.612281	-5.288932	9.348430	5.521499
7	3	28	-14.182413	7.795229	6.799616	9.160481	-3.093875	7.905191	7.176066
7	3	32	1.804270	0.524593	-0.706594	-9.573066	-3.093875	7.905191	-3.935368
7	3	40	-11.013506	7.794903	6.799616	8.772707	-3.093875	7.905191	0.995978
8	7	51	-10.821807	8.904045	6.485479	0.941530	-4.758688	6.717717	-1.593571
8	7	6	-7.017510	8.904045	6.485479	6.396083	6.087219	1.625733	6.362065
8	7	21	8.478315	4.106657	-0.992260	-8.838934	6.087219	1.625733	-6.039620
8	7	9	-4.813816	8.904043	6.485478	0.941530	6.087219	1.625733	-1.593571
8	7	8	-13.022053	8.904045	6.485479	6.396083	-4.758688	6.717717	6.362065
8	7	3	-0.936189	8.899516	6.483122	6.395402	6.087219	1.625733	6.362065
8	7	2	1.438786	8.386219	6.192150	0.513627	6.087219	1.625733	-2.463121
9	4	56	-14.512450	7.580287	6.738538	4.861329	-5.863130	6.804527	-0.825993
9	4	19	3.954553	3.004880	-5.643277	-8.110546	-5.863130	6.804527	-7.046045
9	4	21	3.978664	-3.497981	-5.643280	-10.410215	-5.863130	6.804527	-7.046093
9	4	4	-17.966813	7.580287	6.738538	11.351214	-5.863130	6.804527	5.722084
10	10	2	-5.604166	6.550423	7.099665	-0.951884	-1.586774	7.135027	-2.122562
10	10	20	-6.130715	6.560230	7.099667	11.462012	7.909359	1.414544	8.012192
10	10	3	-1.564801	6.126848	5.871914	-1.051803	7.909359	1.414544	1.798076
10	10	18	-10.098557	6.581299	7.099667	11.466314	-1.586774	7.135027	8.012192
10	10	7	5.564205	-1.821745	3.061664	-8.624559	4.492750	5.611300	1.768057
10	10	6	7.269034	-2.578567	-0.942086	-13.529055	4.492750	5.611299	1.768059
10	10	11	-6.433988	6.564472	7.099667	11.462883	4.492750	5.611299	8.012192
10	10	1	-1.903718	6.210952	6.570071	-1.026192	4.492750	5.611299	1.801400
10	10	5	7.572306	-2.665799	-0.942086	-13.697916	7.909359	1.414544	1.768057
10	10	6	5.564220	-1.821753	3.061664	-8.635914	4.492750	5.611300	-2.165103
11	5	28	-17.887105	-0.299596	6.762412	7.620462	-6.240657	7.364000	6.799386
11	5	61	-11.348329	-0.299596	0.577849	2.659603	-6.240657	7.364000	6.799311
11	5	7	-5.146521	-0.299940	0.564833	2.621810	5.552702	1.458863	6.799300
11	5	2	-11.690524	-0.299596	6.762277	7.620461	5.552702	1.458863	6.799386
11	5	2	1.427242	-6.073269	-0.308092	-7.779371	5.552702	1.458863	6.724121
