1	3	7	-9.328947	4.360958	6.615808	-4.146619	5.769738
1	3	69	1.799883	-5.832175	-5.225251	-4.146619	5.769738
1	3	24	-7.753898	4.332421	0.801064	-4.146619	5.769738
2	2	36	1.584695	-8.030159	0.204237	-8.111703	6.301447
2	2	64	-2.684751	-2.602091	5.878487	-8.111703	6.301447
3	2	73	-16.101451	6.107447	7.081738	-8.678287	6.889928
3	2	27	0.387003	-3.765847	-1.437450	-8.682458	6.889928
4	1	100	-12.296699	-2.890197	6.286074	-8.830990	7.144331
5	2	91	-15.191888	7.651609	6.821537	-9.660104	6.012763
5	2	9	2.526885	-3.690044	-1.617986	-9.660104	6.012763
6	3	64	-15.117762	6.250988	7.144331	-3.897143	8.120323
6	3	28	1.213718	-3.874314	-2.336957	-3.897142	8.120323
6	3	8	1.211455	1.762212	-2.333234	-3.897143	8.120323
7	5	14	-11.025788	8.537883	7.777690	4.914627	2.697203
7	5	55	-16.757818	8.537884	7.778289	-4.849910	5.443103
7	5	18	7.142968	-4.019653	-0.969237	4.914627	2.697203
7	5	11	1.264574	-2.249726	0.728018	-4.849921	5.443103
7	5	2	1.806180	-2.909444	6.078419	4.914627	2.697202
8	2	82	-16.309685	-2.989155	6.719862	-6.675153	7.721397
8	2	18	-16.657740	3.528701	6.719862	-6.675153	7.721397
9	1	100	-11.939848	6.874886	5.387516	-10.601576	7.456083
10	2	64	-12.255566	4.914539	8.019410	-0.910475	5.734200
10	2	36	1.944246	-3.408204	-1.597633	-0.910475	5.734200
11	1	100	-10.125299	-2.220596	7.218996	-7.497895	7.006037
12	1	100	-12.556193	6.883697	-3.687454	-8.494993	8.993333
13	2	32	-14.071182	6.271490	7.536999	-5.318056	5.446259
13	2	68	-10.148900	6.271487	2.185656	-5.318056	5.446259
14	2	83	-11.415807	0.089558	6.109172	0.843501	7.116929
14	2	17	-17.979964	6.095813	6.109172	0.843501	7.116929
15	4	63	1.031926	-3.442060	-5.361982	-11.488588	7.122708
15	4	19	-8.441025	0.949835	5.648120	-11.488588	7.122708
15	4	13	-2.269284	5.864346	-0.241603	-11.488588	7.122708
15	4	5	-11.494100	5.905790	5.648120	-11.488588	7.122708
16	2	51	1.079326	2.283839	-2.477280	-5.766294	7.044052
16	2	49	-9.186634	4.942332	5.483807	-5.766294	7.044052
17	2	70	7.920470	-4.207510	-7.833774	5.008490	3.156398
17	2	30	-2.750821	6.861745	-3.025391	5.008490	3.156398
